words;count;idf;tf
currents;34;34;13
curricula;5;5;3
curriculum;16;16;8
currie;2;2;1
curries;2;2;1
currit;1;1;0
curry;5;5;1
curse;8;8;4
cursed;2;2;2
curses;1;1;1
cursing;1;1;1
cursive;4;4;1
cursives;1;1;0
curso;1;1;0
cursorial;1;1;1
cursory;1;1;1
cursus;3;3;1
curt;2;2;1
curtail;4;4;3
curtailed;6;6;2
curtain;3;3;1
curtains;1;1;0
curtiembres;1;1;1
curtin;3;3;2
curtis;8;8;3
curtius;5;5;2
curvature;9;9;3
curve;27;27;9
curved;10;10;3
curves;10;10;4
curvilinear;3;3;2
curving;2;2;0
curvis;1;1;0
curzon;4;4;4
cuscuta;2;2;0
cuscutaplants;1;1;0
cushing;1;1;1
cushion;2;2;0
cushioning;1;1;1
cushions;2;2;1
cusick;1;1;1
cusp;1;1;0
cuspidata;1;1;0
cusps;2;2;1
custard;1;1;0
custody;3;3;1
custom;11;11;4
customarily;4;4;1
customary;17;17;6
customer;7;7;1
customers;5;5;0
customizable;1;1;1
customization;1;1;1
customize;1;1;1
customized;2;2;1
customs;29;29;9
cut;74;74;23
cutaneous;3;3;0
cutaway;3;3;1
cutchery;1;1;0
cute;1;1;1
cutfield;1;1;1
cuthbertii;1;1;0
cuticle;9;9;3
cuticles;2;2;1
cuticula;1;1;0
cuticular;2;2;0
cutin;1;1;0
cutler;6;6;3
cutoff;3;3;0
cuts;19;19;6
cutter;3;3;2
cutthroat;1;1;1
cutting;27;27;13
cuttings;4;4;2
cuttlefish;1;1;0
cuvier;2;2;1
cuyahoga;1;1;1
cuyania;1;1;0
cuyo;2;2;0
cv;4;4;0
cvd;3;3;0
cvds;1;1;0
cviii;1;1;0
cw;2;2;1
cwac;1;1;1
cwmni;1;1;0
cy;2;2;1
cyan;1;1;1
cyanate;1;1;1
cyanelles;1;1;1
cyanide;7;7;1
cyanides;1;1;1
cyanidioschyzon;2;2;1
cyano;2;2;0
cyanobacteria;19;19;10
cyanobacterial;9;9;6
cyanobacterium;1;1;1
cyanobiont;1;1;1
cyanobionts;1;1;1
cyanogenic;3;3;1
cyanolichen;1;1;1
cyanolichens;1;1;1
cyanostars;1;1;0
cyanotic;1;1;0
cyathea;1;1;0
cyatheaceae;1;1;0
cyatheales;1;1;0
cyathia;1;1;0
cyathophora;1;1;0
cyathophorum;1;1;0
cyathus;1;1;0
cyb;1;1;1
cybc;1;1;0
cybele;2;2;1
cyber;2;2;2
cybercode;1;1;1
cyberculture;1;1;0
cybermats;1;1;1
cybermen;2;2;2
cybernauts;1;1;0
cybernetics;1;1;1
cyberpunk;2;2;2
cyborg;1;1;1
cybotactic;1;1;0
cybriwsky;1;1;1
cybus;1;1;1
cycad;1;1;1
cycadeae;1;1;0
cycadophyta;1;1;0
cycads;5;5;2
cyclable;1;1;0
cyclades;2;2;0
cycladic;2;2;0
cyclanthanae;1;1;0
cycle;84;84;29
cycled;4;4;2
cyclepaths;1;1;0
cycleroutes;1;1;0
cycles;44;44;12
cyclic;13;13;8
cyclical;8;8;5
cyclicity;1;1;0
cycling;12;12;4
cyclins;1;1;0
cycliste;2;2;0
cyclists;3;3;1
cyclizes;1;1;0
cyclo;2;2;0
cycloalkane;1;1;1
cycloalkanes;1;1;0
cycloalkyl;1;1;1
cyclogenesis;1;1;1
cyclohexane;1;1;0
cyclohexanol;1;1;0
cyclohexanone;1;1;0
cycloid;1;1;0
cyclone;13;13;7
cyclones;6;6;1
cycloneuralians;1;1;0
cyclopaedia;8;8;1
cyclopedia;2;2;1
cyclopedic;3;3;0
cyclopentadienyl;1;1;0
cyclopropane;1;1;0
cyclopropyl;1;1;1
cyclostome;1;1;0
cyclostomes;1;1;0
cyclothems;1;1;0
cyclotron;1;1;0
cyf;1;1;0
cyffredin;1;1;0
cyfyngedig;1;1;0
cyg;2;2;1
cygni;2;2;1
cygnus;2;2;2
cylinder;8;8;2
cylinders;3;3;0
cylindrical;18;18;5
cyma;1;1;1
cymbals;1;1;1
cymbium;1;1;0
cyme;2;2;0
cymon;1;1;0
cymothoa;1;1;0
cymru;1;1;1
cyn;1;1;0
cynic;1;1;0
cynical;1;1;0
cynodont;1;1;1
cynodonts;3;3;2
cynomoriaceae;1;1;1
cynthia;5;5;2
cynysgaeddir;1;1;1
cyperaceae;1;1;0
cyperorum;1;1;0
cyperus;1;1;0
cypher;1;1;0
cypress;7;7;2
cypresses;1;1;1
cyprian;1;1;1
cypriot;6;6;2
cypripedioideae;2;2;1
cyprium;1;1;0
cyprus;13;13;7
cypruslanguages;1;1;1
cyrene;1;1;0
cyrenius;1;1;0
cyril;5;5;1
cyrill;1;1;0
cyrille;1;1;0
cyrillian;1;1;0
cyrillic;2;2;0
cyrtantheae;1;1;0
cyrus;1;1;0
cyst;2;2;2
cystaster;1;1;0
cysteine;2;2;0
cystic;7;7;4
cystidia;2;2;2
cystitis;1;1;1
cystoid;1;1;0
cystoids;1;1;0
cysts;2;2;2
cytherean;1;1;1
cytherian;1;1;1
cython;1;1;0
cytochrome;6;6;3
cytogeneticist;1;1;1
cytokeratin;1;1;0
cytokine;3;3;1
cytokines;1;1;0
cytokinesis;1;1;1
cytokinin;1;1;0
cytokinins;1;1;0
cytologic;1;1;0
cytological;2;2;2
cytology;6;6;1
cytometric;1;1;0
cytopathology;1;1;0
cytoplasm;18;18;6
cytoplasmic;14;14;6
cytosine;3;3;0
cytoskeletal;4;4;2
cytoskeleton;6;6;3
cytosol;6;6;3
cytosolic;3;3;0
cytostome;1;1;1
cytotoxic;1;1;0
cytotoxin;1;1;1
czarevitch;1;1;1
czarna;1;1;1
czarny;1;1;1
czasy;1;1;1
czech;29;29;11
czechia;1;1;0
czecholosvakia;1;1;0
czechoslovak;2;2;1
czechoslovakia;1;1;0
czekanowskiales;1;1;1
czerny;1;1;0
czk;1;1;0
d;253;253;105
da;60;60;18
daal;1;1;0
dabasu;1;1;1
dabbouseh;1;1;0
dabeer;1;1;1
dachigam;1;1;0
dacia;1;1;1
dacian;1;1;1
dacitic;2;2;1
dacks;2;2;1
dacthal;1;1;0
dactylorhiza;1;1;0
dadaab;1;1;0
dadachova;1;1;0
dadaism;1;1;0
dadn;1;1;1
dados;1;1;0
dadra;1;1;0
dadurch;1;1;0
daedalus;1;1;1
daewoo;2;2;1
daffodils;1;1;1
daft;1;1;0
dagger;2;2;1
dagh;1;1;1
dagmar;2;2;1
dagobert;1;1;0
daguan;1;1;0
dahbi;1;1;1
dahlgren;5;5;1
dahlgrenogram;1;1;0
dahlias;1;1;1
dai;2;2;0
daia;1;1;1
daidokoro;1;1;0
daiichi;1;1;0
daijisen;1;1;0
daikon;1;1;0
daileader;1;1;1
dailies;2;2;1
daily;101;101;43
daimaru;1;1;1
daimlerchrysler;1;1;0
daintree;1;1;1
dairies;1;1;1
dairy;22;22;8
daisy;2;2;0
dakar;1;1;0
dakhini;1;1;1
dakhni;1;1;1
dakota;10;10;2
dakshinamurthy;1;1;1
dal;2;2;0
dalai;4;4;2
dalal;1;1;1
dalby;1;1;0
dale;12;12;5
dalek;3;3;2
daleks;4;4;2
dales;1;1;1
daley;1;1;1
dalgaard;1;1;0
dalhousie;2;2;1
dalil;1;1;0
dalit;1;1;0
dalits;1;1;0
dallal;1;1;0
dallas;2;2;1
dalle;1;1;0
dallwitz;1;1;0
dalmatian;3;3;0
dalokay;1;1;1
dalton;11;11;3
daltons;1;1;0
daly;2;2;0
dam;18;18;8
damage;63;63;28
damaged;28;28;14
damages;9;9;2
damaging;20;20;10
daman;3;3;1
damascus;4;4;0
dame;11;11;4
damerow;1;1;1
damian;4;4;4
damien;5;5;2
dammed;2;2;1
damming;1;1;0
damned;3;3;1
damnonii;1;1;1
damocloids;1;1;1
damon;4;4;1
damp;8;8;5
damped;2;2;1
dampen;1;1;1
dampend;1;1;1
dampened;2;2;0
damper;1;1;1
dampier;1;1;1
damping;2;2;1
dampness;3;3;2
dams;6;6;1
damschroeder;1;1;0
dan;25;25;11
dana;7;7;2
danakil;1;1;1
danamombe;1;1;0
dance;24;24;11
danced;2;2;0
dancer;2;2;0
dancers;3;3;2
dances;9;9;2
dancing;3;3;2
dandelion;1;1;0
dandiya;1;1;0
dane;1;1;1
daneel;1;1;1
danegeld;1;1;1
danelaw;1;1;1
danes;2;2;0
danewort;1;1;1
danfodiyo;1;1;1
dangeau;1;1;1
danger;17;17;5
dangerous;32;32;13
dangerously;3;3;3
dangers;6;6;3
dangi;1;1;0
dangling;1;1;0
dangs;1;1;0
danh;1;1;0
danial;1;1;1
daniel;74;74;29
daniela;1;1;0
daniele;1;1;0
daniella;1;1;1
danielle;1;1;0
daniellii;1;1;1
daniels;3;3;0
danielsson;1;1;1
danio;1;1;1
danish;29;29;17
danmarks;1;1;1
dann;1;1;0
danny;2;2;1
danon;1;1;0
danorum;1;1;0
danovaro;1;1;0
dans;13;13;4
danse;2;2;0
danser;1;1;0
dansk;2;2;1
danske;1;1;0
dantas;1;1;0
dante;4;4;1
danube;10;10;5
danyelle;1;1;1
dao;1;1;1
daoine;1;1;1
daoist;1;1;0
daphne;2;2;1
daphnia;1;1;0
daphnis;1;1;0
dapi;1;1;0
dapingian;1;1;0
daras;1;1;1
darbar;2;2;1
darbhanga;1;1;0
darby;1;1;0
darchau;1;1;0
darcy;1;1;1
dardes;1;1;0
dare;3;3;1
dareau;1;1;1
dargestellten;1;1;0
dargle;1;1;0
darien;1;1;0
darin;1;1;0
daring;1;1;1
dario;2;2;1
darioritum;1;1;0
darius;2;2;1
dariush;3;3;1
dariusleit;1;1;0
dark;101;101;42
darken;3;3;1
darkened;7;7;2
darkening;3;3;2
darkens;3;3;2
darker;14;14;7
darkest;2;2;1
darkling;1;1;0
darkly;2;2;0
darkness;9;9;4
darko;1;1;1
darleane;1;1;1
darleen;1;1;0
darling;1;1;0
darlingtonia;1;1;0
darlu;1;1;1
darmbakterien;1;1;1
darmstadtium;1;1;0
darnell;2;2;0
darnton;2;2;1
daroub;1;1;0
darrell;8;8;3
darren;3;3;3
dart;1;1;0
darting;1;1;1
dartmoor;3;3;3
dartmouth;3;3;2
darts;2;2;1
darussalam;2;2;1
darwin;22;22;6
darwinian;9;9;3
darwinische;1;1;1
darwinism;1;1;1
darzentas;1;1;0
das;22;22;10
dash;4;4;2
dashed;2;2;1
dashes;2;2;1
dashwood;1;1;0
dass;1;1;0
dassies;1;1;1
data;206;206;87
dataall;3;3;0
database;58;58;32
databases;11;11;3
databaseschemical;2;2;2
databasesorganic;1;1;0
databaseswebsites;1;1;1
databbase;1;1;0
datable;1;1;0
datapath;1;1;1
dataset;5;5;2
datasets;3;3;1
date;140;140;41
datearticles;5;5;3
datechristian;1;1;0
dated;103;103;40
datenerhebung;2;2;0
dates;242;242;95
datesall;1;1;0
datesarticles;2;2;0
datescommons;1;1;1
datespages;3;3;2
datesuse;2;2;0
dateswikipedia;2;2;0
datett;1;1;0
datil;2;2;2
dating;93;93;31
datings;2;2;0
dative;6;6;3
dato;1;1;1
datt;1;1;0
datta;6;6;2
dattani;1;1;1
dattatrya;1;1;1
datu;2;2;2
datum;5;5;3
datums;1;1;1
datura;1;1;0
datus;1;1;1
dau;1;1;1
daubed;1;1;0
daubigny;1;1;1
daucus;1;1;0
daue;1;1;1
dauernder;1;1;0
daughter;37;37;15
daughters;2;2;1
daumesnil;1;1;0
daunting;2;2;1
dauphin;1;1;1
daurna;1;1;1
dava;1;1;1
davao;2;2;2
dave;11;11;5
davenport;1;1;1
davey;3;3;1
david;198;198;77
davida;1;1;1
davidic;1;1;0
davids;3;3;3
davidson;8;8;2
davidsonia;1;1;0
davies;16;16;8
daviesae;1;1;1
davinci;1;1;1
davis;20;20;10
davison;2;2;1
davon;1;1;1
davos;2;2;1
davros;1;1;1
davy;6;6;3
dawkins;2;2;0
dawlish;1;1;1
dawn;30;30;10
dawned;2;2;1
dawood;1;1;1
dawson;4;4;1
dawsonia;1;1;1
dawyndt;1;1;0
day;154;154;61
dayan;1;1;0
dayananda;1;1;0
daybreak;1;1;1
daylight;12;12;6
dayna;1;1;0
daynes;1;1;0
dayoko;1;1;0
days;118;118;45
dayside;2;2;1
daytime;6;6;3
dayton;2;2;1
daz;1;1;0
dazzling;2;2;0
db;3;3;0
dba;1;1;0
dbas;1;1;0
dc;12;12;6
dcc;1;1;0
dcm;1;1;1
dcs;1;1;0
dd;2;2;1
dea;1;1;1
deacetylases;1;1;0
deacon;2;2;1
deactivated;1;1;1
dead;143;143;55
deadliest;8;8;2
deadly;17;17;8
deadwood;1;1;1
deady;1;1;1
deaf;7;7;3
deal;67;67;26
dealbata;1;1;0
dealer;3;3;1
dealers;2;2;2
dealing;33;33;9
dealings;2;2;2
deals;30;30;12
dealt;13;13;1
dean;21;21;9
deane;2;2;0
deans;1;1;0
dearborn;2;2;1
dearmond;1;1;1
dearne;1;1;0
dearth;1;1;1
death;120;120;45
deathly;1;1;1
deaths;35;35;19
deathsdutch;1;1;1
deathsgerman;1;1;0
deathshidden;1;1;0
deathsitalian;1;1;0
deathspeople;2;2;0
deathstalker;1;1;0
debashish;1;1;1
debasing;1;1;1
debatable;3;3;2
debate;65;65;23
debated;13;13;2
debates;9;9;3
debatin;1;1;0
debating;2;2;1
debauchery;1;1;0
debbie;1;1;0
debeles;1;1;0
debentures;1;1;0
debian;1;1;1
debilitating;1;1;0
debis;1;1;0
debita;1;1;0
debitoribus;1;1;0
debney;1;1;1
deborah;13;13;8
debouches;1;1;0
debra;4;4;1
debriefings;1;1;1
debris;23;23;9
debt;13;13;4
debtor;2;2;1
debts;3;3;0
debunked;1;1;0
debunking;1;1;0
debussy;3;3;0
debut;13;13;8
debuted;3;3;2
debuting;3;3;1
debuts;1;1;0
debutsbafta;1;1;1
debuut;1;1;0
dec;18;18;5
decada;1;1;1
decadal;5;5;4
decade;36;36;15
decadence;2;2;1
decades;60;60;25
decaisnea;1;1;0
decal;1;1;0
decals;1;1;0
decanoic;1;1;0
decapitatus;1;1;0
decapolis;2;2;0
decarbonation;1;1;0
decarboxylated;1;1;0
decarboxylation;3;3;1
decas;1;1;0
decatur;1;1;0
decay;49;49;22
decayed;7;7;2
decaying;13;13;7
decays;11;11;3
deccan;6;6;4
deceased;6;6;4
decedents;1;1;0
deceiver;1;1;0
decelerating;1;1;1
decem;1;1;0
december;305;305;117
decemnovennalis;1;1;0
decennial;1;1;0
decennovenal;1;1;0
decent;3;3;2
decentius;1;1;1
decently;1;1;0
decentralised;1;1;0
decentralization;1;1;0
decentralized;5;5;0
decentralizing;1;1;0
decentred;1;1;0
deception;1;1;1
deceptions;1;1;1
deceptive;2;2;1
deceptively;2;2;1
dechristianization;1;1;0
decibel;1;1;1
decide;25;25;11
decided;52;52;19
decidedly;3;3;3
decides;6;6;3
deciding;4;4;3
deciduous;26;26;6
decimal;6;6;2
decimalisation;1;1;0
decimalised;1;1;0
decimally;1;1;0
decimated;3;3;2
decimates;1;1;0
decimeters;1;1;1
decipher;7;7;2
deciphered;4;4;3
deciphering;6;6;2
decipherment;2;2;1
decipherments;1;1;0
decipium;1;1;0
decision;48;48;18
decisions;24;24;9
decisive;15;15;4
decisively;4;4;0
decius;1;1;0
deck;8;8;4
deckdaq;1;1;0
decker;4;4;3
decks;1;1;1
declan;1;1;1
declaration;37;37;10
declarations;4;4;3
declarative;4;4;2
declare;11;11;4
declared;45;45;15
declares;8;8;4
declaring;10;10;2
declassified;2;2;0
declension;8;8;4
declensional;1;1;1
declensions;4;4;1
declerq;1;1;0
declination;2;2;1
declinatus;1;1;0
decline;57;57;19
declined;40;40;11
declines;9;9;3
declining;18;18;5
deco;4;4;1
decode;2;2;1
decoded;2;2;0
decodes;2;2;1
decoding;4;4;2
decolonisation;2;2;1
decolonization;1;1;0
decolorization;1;1;0
decommissioning;1;1;0
decompose;9;9;5
decomposed;9;9;5
decomposer;3;3;0
decomposers;4;4;0
decomposes;5;5;2
decomposing;6;6;0
decomposition;30;30;9
decompress;1;1;0
decompression;5;5;3
deconstruction;3;3;1
deconstructivist;1;1;0
decontaminate;1;1;1
decontaminated;1;1;1
decontamination;1;1;0
decor;1;1;0
decorate;7;7;4
decorated;18;18;4
decorating;5;5;1
decoration;5;5;1
decorations;5;5;2
decorative;19;19;6
decorum;3;3;1
decouverte;2;2;1
decrease;66;66;30
decreased;43;43;13
decreases;40;40;17
decreasing;40;40;14
decreasingly;1;1;1
decree;14;14;7
decreed;9;9;4
decreeing;1;1;0
decrees;4;4;2
decrepit;1;1;0
decreptitude;1;1;1
decretals;1;1;0
decreto;1;1;0
decretorum;1;1;0
decrucq;1;1;1
decsi;1;1;0
decurrent;1;1;1
decussation;1;1;0
dedicate;1;1;1
dedicated;56;56;26
dedication;5;5;3
dedications;3;3;3
dedicatory;1;1;0
dedifferentiate;1;1;0
deduce;8;8;3
deduced;15;15;6
deducing;2;2;0
deduct;1;1;1
deduction;1;1;0
deductive;2;2;1
dee;6;6;2
deed;2;2;2
deeds;5;5;3
deel;1;1;1
deelneming;1;1;0
deem;1;1;1
deemed;25;25;13
deeming;1;1;0
deemphasize;1;1;0
deems;1;1;0
deen;1;1;0
deep;138;138;51
deepen;5;5;4
deepened;2;2;0
deepening;6;6;2
deepens;1;1;0
deeper;39;39;16
deepest;13;13;3
deepi;1;1;1
deeply;30;30;11
deepness;1;1;1
deeps;2;2;0
deepwater;2;2;1
deer;13;13;5
deere;1;1;0
deewani;1;1;0
deface;1;1;0
defaced;1;1;1
defamation;2;2;0
defamatory;1;1;0
defatted;1;1;0
default;11;11;9
defaulted;3;3;2
defaulters;1;1;1
defaults;3;3;1
defeat;26;26;9
defeated;20;20;9
defeating;9;9;5
defeats;6;6;3
defecate;2;2;1
defecated;1;1;1
defecation;2;2;2
defect;8;8;1
defective;7;7;3
defects;16;16;5
defence;25;25;10
defences;2;2;2
defend;24;24;9
defendant;1;1;0
defended;8;8;2
defender;1;1;0
defenders;2;2;0
defending;6;6;2
defends;4;4;1
defensa;1;1;0
defense;41;41;19
defenses;5;5;1
defensible;1;1;0
defensive;12;12;3
defer;1;1;1
deference;1;1;0
deferens;1;1;1
deferent;2;2;0
deferment;1;1;1
deferoxamine;2;2;1
deferred;1;1;1
deferribacteres;1;1;0
defesa;1;1;0
defi;1;1;0
defiance;4;4;1
defiant;1;1;0
defibrillation;1;1;0
defibrillator;1;1;0
deficiencies;8;8;3
deficiency;12;12;4
deficient;14;14;4
deficit;14;14;3
deficits;6;6;1
defied;6;6;3
defies;2;2;2
defiles;1;1;0
defilippis;1;1;0
definable;2;2;1
define;80;80;34
defined;206;206;79
defines;59;59;21
defining;67;67;32
definita;1;1;0
definite;36;36;10
definitely;5;5;3
definiteness;1;1;1
definition;138;138;53
definitional;1;1;0
definitionally;1;1;0
definitions;53;53;16
definitive;34;34;12
definitively;9;9;3
deflated;2;2;0
deflating;1;1;0
deflation;1;1;0
deflect;3;3;2
deflected;8;8;4
deflecting;1;1;0
deflection;4;4;2
defnas;1;1;1
defocused;1;1;0
defoliated;2;2;1
defoliation;1;1;0
deforestation;5;5;2
deform;9;9;4
deformable;1;1;1
deformation;16;16;8
deformational;2;2;0
deformations;2;2;2
deformed;10;10;6
deforming;1;1;1
deforms;1;1;0
defrauded;1;1;1
defray;1;1;1
defrayed;1;1;0
defrost;1;1;1
defunct;9;9;5
defy;1;1;1
defying;1;1;1
deg;2;2;1
degassing;1;1;0
degaullek;1;1;1
degeneracy;3;3;1
degenerate;9;9;3
degenerated;2;2;0
degenerates;2;2;0
degeneration;3;3;0
degenerative;1;1;0
degli;7;7;1
degna;1;1;0
degradable;1;1;0
degradation;27;27;9
degradationhidden;2;2;1
degrade;13;13;3
degraded;9;9;2
degrades;7;7;3
degrading;6;6;1
degrasse;1;1;1
degree;125;125;52
degreed;1;1;1
degrees;85;85;32
degregori;1;1;1
dehejia;2;2;0
dehisced;1;1;0
dehiscence;2;2;1
dehiscent;3;3;0
dehmelt;1;1;0
dehorning;1;1;1
dehumidify;1;1;1
dehusked;1;1;0
dehydratase;1;1;1
dehydrate;2;2;2
dehydrated;4;4;4
dehydrating;3;3;0
dehydration;13;13;7
dehydrogenase;4;4;1
dehydrogenases;1;1;0
dehydrogenated;1;1;0
dei;8;8;3
deianira;1;1;0
deification;1;1;0
deified;1;1;1
deimos;2;2;1
dein;1;1;0
deiniol;1;1;0
deinococcus;3;3;1
deinopidae;1;1;1
deinopis;1;1;1
deinotherium;1;1;0
deionised;1;1;0
deionized;2;2;2
deirdre;1;1;0
deist;1;1;0
deities;7;7;2
deitieshidden;1;1;0
deity;10;10;4
deixis;1;1;1
dejan;1;1;0
dejbjerg;1;1;0
deke;1;1;0
dekoven;2;2;1
del;57;57;23
dela;2;2;2
delacorte;1;1;0
delacroix;1;1;1
delage;1;1;0
delamarre;1;1;1
delamuraz;1;1;1
delaney;1;1;0
delanghe;1;1;1
delareybarette;1;1;1
delaware;5;5;2
delay;15;15;6
delayed;9;9;4
delaying;2;2;0
delays;5;5;2
delbridge;1;1;1
delegate;6;6;2
delegated;5;5;2
delegates;6;6;1
delegation;6;6;2
delegations;1;1;1
delegitaro;1;1;0
delete;1;1;0
deleted;1;1;1
deleterious;5;5;1
deleting;2;2;0
deletion;3;3;2
delfino;1;1;0
delft;1;1;0
delhi;13;13;5
"delhi
";1;1;0
delia;1;1;1
delian;3;3;1
deliberate;11;11;1
deliberated;1;1;0
deliberately;16;16;5
deliberating;1;1;0
deliberation;4;4;0
deliberations;1;1;0
deliberative;2;2;0
delibes;1;1;0
delicacies;1;1;1
delicacy;4;4;1
delicate;17;17;9
delicately;1;1;1
delicatessens;1;1;0
deliciosus;1;1;1
delicious;7;7;3
delight;2;2;1
delightfull;2;2;0
delilah;1;1;0
delimit;2;2;1
delimitation;5;5;2
delimited;7;7;2
delimiting;1;1;0
delineate;7;7;4
delineated;8;8;3
delineating;2;2;1
delineation;5;5;1
delineator;1;1;0
deliquesce;1;1;1
deliquesced;1;1;0
deliriant;1;1;0
delirious;1;1;0
delirium;2;2;1
delisa;1;1;0
delisle;1;1;1
delito;1;1;0
deliver;21;21;6
delivered;29;29;14
deliveries;1;1;1
delivering;6;6;2
delivers;9;9;3
delivery;25;25;10
dell;2;2;1
della;15;15;3
dellapergola;1;1;0
delle;10;10;1
dellezegezh;1;1;1
delli;2;2;0
dello;4;4;1
delmar;5;5;2
deloache;1;1;1
delocalised;1;1;1
delocalized;1;1;1
delong;3;3;1
delorme;1;1;1
deloukas;1;1;0
delouvrier;1;1;0
delsanti;1;1;1
delt;1;1;0
delta;18;18;6
deltas;6;6;4
deltoidea;1;1;0
deluc;1;1;0
deluge;1;1;0
delusion;1;1;0
delusions;1;1;1
deluxe;2;2;0
delved;1;1;0
delwiche;1;1;0
dem;13;13;6
demain;1;1;0
demand;42;42;13
demande;1;1;0
demanded;6;6;2
demanding;7;7;1
demands;22;22;5
demarcate;1;1;0
demarcated;4;4;2
demarcates;1;1;1
demarcating;1;1;0
demarcation;9;9;0
demeaned;1;1;0
demeter;2;2;0
demetrios;1;1;1
demetrius;1;1;1
demeure;1;1;0
demigods;1;1;1
demikhov;1;1;0
demilitarised;2;2;0
deminer;1;1;1
demise;12;12;4
demises;1;1;1
demo;3;3;3
democracies;3;3;1
democraciesmember;10;10;3
democracy;18;18;7
democrat;9;9;4
democratic;38;38;13
democratically;6;6;1
democratisation;1;1;1
democratise;1;1;0
democratization;2;2;2
democrats;8;8;3
democritus;4;4;0
demographer;1;1;0
demographers;1;1;1
demographia;1;1;1
demographic;27;27;8
demographics;23;23;10
demography;6;6;3
demoiselles;1;1;0
demolish;1;1;0
demolished;2;2;2
demolishing;2;2;0
demolition;3;3;2
demons;2;2;0
demonstrate;32;32;12
demonstrated;56;56;22
demonstrates;14;14;3
demonstrating;10;10;3
demonstration;19;19;3
demonstrations;4;4;1
demonstrative;8;8;6
demonstratives;1;1;1
demonstrator;1;1;0
demonstrators;1;1;0
demonym;1;1;0
demonymic;1;1;1
demonyms;3;3;1
demos;2;2;1
demoskop;1;1;1
demosponge;1;1;0
demospongiae;1;1;1
demoted;1;1;0
demotic;4;4;2
dempsey;1;1;1
demystified;1;1;0
den;30;30;11
denali;4;4;2
denamur;2;2;1
denarii;1;1;1
denatured;2;2;0
denatures;1;1;0
denaturing;1;1;1
dendera;1;1;0
dendrimer;1;1;0
dendrite;1;1;1
dendrites;2;2;1
dendritic;5;5;2
dendrobatidis;1;1;0
dendrobium;1;1;0
dendrochronological;2;2;0
dendrochronologies;1;1;0
dendrochronologists;1;1;0
dendrochronology;6;6;0
dendroclimatology;1;1;0
dendrocollybia;1;1;0
dendrogram;2;2;1
dendrophylax;1;1;0
dendrotoxins;1;1;0
dene;1;1;0
deneb;1;1;1
denervated;1;1;0
denez;1;1;0
deng;2;2;0
denger;1;1;0
denglisch;1;1;0
dengo;1;1;1
denham;1;1;0
denial;2;2;0
denied;7;7;3
denies;4;4;1
denim;1;1;0
denique;1;1;0
denis;15;15;4
denise;3;3;0
denison;3;3;2
denitrification;2;2;1
denk;1;1;0
denmark;14;14;5
denmarkbodies;1;1;0
denmarklanguages;1;1;0
denn;1;1;1
dennis;35;35;16
denny;2;2;2
denominated;3;3;1
denomination;5;5;2
denominational;1;1;1
denominations;17;17;5
denominator;2;2;1
denon;1;1;0
denotation;1;1;0
denote;35;35;13
denoted;37;37;14
denotes;26;26;10
denoting;9;9;5
denounced;1;1;0
denounces;1;1;0
denouncing;1;1;1
denpa;1;1;0
denpasar;1;1;0
dens;1;1;0
densa;1;1;0
dense;60;60;23
densely;14;14;6
denseness;1;1;0
denser;26;26;11
densest;6;6;5
densidad;1;1;0
densiflora;1;1;0
densities;18;18;6
density;101;101;42
densometer;3;3;0
dent;2;2;0
dental;22;22;9
dentalised;1;1;1
dentals;1;1;1
dentary;1;1;1
dented;1;1;1
denticles;1;1;0
dentin;1;1;1
dentine;1;1;0
dentinger;1;1;0
dentipellis;1;1;0
dentistry;4;4;3
dentists;1;1;0
dentition;1;1;0
denton;1;1;0
dentro;1;1;1
dents;1;1;0
dentures;1;1;1
denuded;1;1;1
denuding;1;1;0
deny;3;3;0
denying;3;3;1
denys;3;3;0
deodar;3;3;1
deodara;4;4;3
deodhar;1;1;0
deogarh;1;1;0
deonna;1;1;0
deorbit;1;1;1
deorbital;1;1;1
deorbiting;1;1;1
deorham;1;1;1
deorum;1;1;0
deosai;1;1;1
deoxycholic;1;1;1
deoxygenate;1;1;1
deoxygenated;3;3;0
deoxygenation;1;1;0
deoxyribonucleic;6;6;0
deoxyribose;1;1;0
depaoli;1;1;0
depart;6;6;2
departament;1;1;1
departamento;2;2;0
departed;6;6;2
departements;1;1;0
departing;6;6;3
department;143;143;58
departmental;4;4;1
departments;24;24;7
departmentsain;1;1;0
departs;5;5;3
departure;12;12;6
departures;4;4;2
depaul;1;1;0
deped;1;1;1
depend;67;67;23
dependability;1;1;0
dependable;1;1;0
dependant;1;1;1
depende;1;1;1
depended;10;10;1
dependence;20;20;9
dependencies;15;15;5
dependency;9;9;6
dependent;90;90;36
depending;174;174;61
depends;99;99;37
depew;1;1;0
dephlogisticated;1;1;0
dephosphorylating;1;1;0
dephosphorylation;1;1;1
depict;15;15;7
depicted;39;39;19
depicting;32;32;13
depiction;26;26;10
depictions;15;15;4
depicts;17;17;5
deplete;1;1;0
depleted;14;14;4
depleting;2;2;0
depletion;20;20;10
deplored;2;2;1
deploy;2;2;1
deployed;9;9;5
deployer;1;1;1
deploying;4;4;3
deployment;2;2;1
deployments;1;1;0
deploys;2;2;0
depolarisation;2;2;1
depolarization;1;1;0
depolymerize;2;2;1
depolymerizes;1;1;0
deponent;2;2;0
depopulated;1;1;0
depopulation;2;2;0
deportation;2;2;2
deportations;1;1;1
deported;2;2;1
deporting;1;1;0
